day,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max
2023-09-07,20.5,18.4,19.6,0.1,0.1,0.0,22.3
2023-09-08,18.5,16.8,17.7,13.1,13.1,0.0,24.8
2023-09-09,20.9,15.2,18.1,0.0,0.0,0.0,17.6
2023-09-10,23.2,13.4,19.2,0.0,0.0,0.0,15.3
2023-09-11,19.1,16.9,18.2,48.3,48.3,0.0,21.4
2023-09-12,18.0,14.1,16.3,0.8,0.8,0.0,24.9
2023-09-13,18.0,12.5,15.3,4.8,4.8,0.0,20.8
2023-09-14,19.7,11.4,16.1,0.0,0.0,0.0,13.2
2023-09-15,23.3,12.3,17.9,0.0,0.0,0.0,14.0
2023-09-16,19.0,14.5,17.1,1.8,1.8,0.0,13.5
2023-09-17,17.8,14.8,16.0,50.9,50.9,0.0,27.5
2023-09-18,17.8,11.7,15.8,0.4,0.4,0.0,13.3
2023-09-19,19.3,13.7,16.4,8.4,8.4,0.0,25.3
2023-09-20,25.5,15.5,20.1,0.0,0.0,0.0,20.2
2023-09-21,22.3,17.1,19.9,0.1,0.1,0.0,17.7
2023-09-22,23.6,17.7,20.5,1.5,1.5,0.0,18.0
2023-09-23,22.4,16.8,19.6,0.0,0.0,0.0,25.3
2023-09-24,21.9,13.8,18.0,0.0,0.0,0.0,23.3
2023-09-25,21.3,16.6,18.7,3.8,3.8,0.0,19.9
2023-09-26,21.6,16.5,18.6,23.0,23.0,0.0,25.0
2023-09-27,19.6,17.1,18.1,3.5,3.5,0.0,24.1
2023-09-28,19.6,16.3,17.8,0.9,0.9,0.0,19.3
2023-09-29,21.5,14.3,18.0,0.1,0.1,0.0,18.1
2023-09-30,25.2,14.9,19.8,0.0,0.0,0.0,15.9
2023-10-01,24.7,15.9,20.2,0.0,0.0,0.0,13.9
2023-10-02,26.6,16.2,20.9,0.0,0.0,0.0,14.1
2023-10-03,27.8,15.8,21.7,0.0,0.0,0.0,19.1
2023-10-04,27.8,20.1,23.3,0.4,0.4,0.0,34.0
2023-10-05,21.7,16.4,18.7,11.3,11.3,0.0,27.9
2023-10-06,15.8,7.6,11.6,0.4,0.4,0.0,36.8
2023-10-07,13.7,7.3,9.9,0.1,0.1,0.0,26.2
2023-10-08,12.2,6.6,9.4,0.0,0.0,0.0,17.6
2023-10-09,12.6,6.1,8.8,0.0,0.0,0.0,24.8
2023-10-10,15.2,5.1,9.7,0.0,0.0,0.0,20.2
2023-10-11,17.3,4.8,11.1,12.7,12.7,0.0,16.8
2023-10-12,15.3,12.2,13.7,9.1,9.1,0.0,27.0
2023-10-13,14.5,12.5,13.3,16.6,16.6,0.0,27.2
2023-10-14,12.9,11.2,12.0,18.3,18.3,0.0,41.0
2023-10-15,13.8,8.0,10.8,1.5,1.5,0.0,30.0
2023-10-16,12.5,7.4,10.9,1.9,1.9,0.0,28.1
2023-10-17,15.5,3.9,9.4,0.0,0.0,0.0,15.9
2023-10-18,18.1,7.7,12.7,1.3,1.3,0.0,30.3
2023-10-19,15.8,11.6,13.4,6.0,6.0,0.0,22.2
2023-10-20,14.6,8.2,11.5,3.4,3.4,0.0,26.7
2023-10-21,17.6,5.7,10.9,3.3,3.3,0.0,28.1
2023-10-22,11.3,5.8,8.5,0.0,0.0,0.0,29.1
2023-10-23,16.8,6.2,11.4,0.0,0.0,0.0,26.4
2023-10-24,24.5,13.9,18.7,0.3,0.3,0.0,28.3
2023-10-25,18.9,15.5,17.0,9.5,9.5,0.0,26.5
2023-10-26,19.5,17.2,18.2,11.6,11.6,0.0,28.9
2023-10-27,21.4,8.8,17.1,4.3,4.3,0.0,26.5
2023-10-28,9.8,4.7,7.7,1.1,1.1,0.0,24.4
2023-10-29,10.0,4.6,8.5,11.3,11.3,0.0,29.2
2023-10-30,5.0,-0.7,2.4,0.0,0.0,0.0,25.6
2023-10-31,2.8,-2.2,0.6,1.8,0.5,0.91,37.2
2023-11-01,5.3,-2.4,1.7,0.2,0.2,0.0,23.1
2023-11-02,10.6,0.4,5.4,0.0,0.0,0.0,25.8
2023-11-03,11.8,6.4,9.0,0.1,0.1,0.0,26.4
2023-11-04,12.5,5.9,9.1,0.0,0.0,0.0,21.3
2023-11-05,13.8,2.0,7.5,0.0,0.0,0.0,22.8
2023-11-06,19.7,9.4,14.1,1.3,1.3,0.0,38.0
2023-11-07,12.4,5.7,8.8,0.0,0.0,0.0,22.2
2023-11-08,15.3,7.6,10.6,12.2,12.2,0.0,27.7
2023-11-09,12.1,4.2,7.9,0.0,0.0,0.0,26.7
2023-11-10,8.2,3.3,5.7,0.0,0.0,0.0,22.1
2023-11-11,10.0,-0.3,5.1,0.0,0.0,0.0,14.0
2023-11-12,11.8,4.5,7.6,0.0,0.0,0.0,24.2
2023-11-13,14.8,4.6,8.7,0.0,0.0,0.0,22.7
2023-11-14,13.9,0.2,6.9,0.0,0.0,0.0,20.7
2023-11-15,15.6,5.2,9.1,0.0,0.0,0.0,19.0
2023-11-16,16.8,5.7,11.5,0.0,0.0,0.0,31.6
2023-11-17,15.4,2.7,8.8,0.7,0.7,0.0,29.3
2023-11-18,9.8,-1.8,3.9,0.0,0.0,0.0,21.1
2023-11-19,9.8,1.9,6.3,0.0,0.0,0.0,19.0
2023-11-20,8.2,5.8,7.0,3.6,3.6,0.0,29.2
2023-11-21,7.3,4.2,5.6,13.4,13.4,0.0,28.0
2023-11-22,7.3,2.0,3.9,0.0,0.0,0.0,21.4
2023-11-23,6.8,0.5,3.6,0.0,0.0,0.0,26.4
2023-11-24,3.8,-1.0,0.7,0.0,0.0,0.0,29.3
2023-11-25,1.9,-1.2,0.3,0.0,0.0,0.0,12.6
2023-11-26,1.5,-1.7,-0.3,3.3,0.0,2.31,30.2
2023-11-27,-2.2,-7.9,-4.3,0.0,0.0,0.0,31.7
2023-11-28,-4.2,-10.2,-7.5,0.0,0.0,0.0,25.3
2023-11-29,5.6,-7.1,-1.2,0.0,0.0,0.0,23.3
2023-11-30,10.4,-0.7,4.6,0.2,0.2,0.0,27.9
2023-12-01,6.6,3.9,5.6,18.1,18.1,0.0,18.9
2023-12-02,6.1,3.8,4.9,0.6,0.6,0.0,15.0
2023-12-03,4.6,1.8,3.5,7.6,7.6,0.0,24.5
2023-12-04,4.8,-0.9,1.9,0.0,0.0,0.0,15.7
2023-12-05,4.5,-0.6,1.9,3.2,1.3,1.33,21.3
2023-12-06,3.4,-1.7,1.0,0.0,0.0,0.0,27.5
2023-12-07,10.8,1.3,5.6,0.0,0.0,0.0,28.6
2023-12-08,13.2,7.1,9.6,0.0,0.0,0.0,29.0
2023-12-09,12.1,2.6,8.5,2.0,2.0,0.0,33.5
2023-12-10,2.2,-1.2,1.0,0.0,0.0,0.0,28.7
2023-12-11,1.6,-3.2,-1.1,0.0,0.0,0.0,21.6
2023-12-12,2.6,-3.0,0.1,0.0,0.0,0.0,23.3
2023-12-13,3.7,-5.7,-1.4,0.0,0.0,0.0,16.8
2023-12-14,8.4,-1.9,2.3,0.0,0.0,0.0,18.2
2023-12-15,10.3,0.3,4.3,0.0,0.0,0.0,14.9
2023-12-16,6.1,4.1,5.1,9.1,9.1,0.0,24.8
2023-12-17,6.7,2.4,5.4,0.0,0.0,0.0,21.4
2023-12-18,2.2,-5.9,-1.2,0.1,0.0,0.07,38.2
2023-12-19,0.4,-7.6,-3.8,0.0,0.0,0.0,22.8
2023-12-20,5.5,-2.6,0.6,0.0,0.0,0.0,20.7
2023-12-21,5.7,0.3,3.0,1.0,1.0,0.0,10.7
2023-12-22,8.1,4.4,6.0,12.0,12.0,0.0,12.4
2023-12-23,8.3,6.2,6.8,0.9,0.9,0.0,9.7
2023-12-24,13.3,5.7,9.3,0.0,0.0,0.0,21.5
2023-12-25,11.2,8.4,10.0,8.2,8.2,0.0,30.3
2023-12-26,11.3,0.4,5.1,0.6,0.6,0.0,25.4
2023-12-27,4.8,-0.2,2.7,0.0,0.0,0.0,25.5
2023-12-28,4.7,2.7,3.8,4.1,4.1,0.0,27.8
2023-12-29,4.9,-0.5,3.7,4.5,4.5,0.0,26.7
2023-12-30,5.7,-3.0,0.4,0.0,0.0,0.0,19.6
2023-12-31,0.9,-1.4,-0.0,1.5,0.0,1.05,28.5
2024-01-01,1.4,-2.6,-0.4,0.4,0.0,0.28,30.4
2024-01-02,2.5,-4.6,-1.6,0.0,0.0,0.0,27.1
2024-01-03,2.1,-1.5,0.1,0.0,0.0,0.0,17.2
2024-01-04,1.0,-4.6,-1.5,0.0,0.0,0.0,19.8
2024-01-05,2.1,-5.4,-1.7,0.0,0.0,0.0,17.5
2024-01-06,0.7,-0.9,-0.2,5.2,0.1,3.57,16.4
2024-01-07,1.5,-2.8,-0.2,1.2,0.0,0.84,21.3
2024-01-08,3.0,-2.9,0.3,0.2,0.1,0.07,26.2
2024-01-09,2.4,0.8,1.2,27.9,12.9,10.5,33.4
2024-01-10,0.8,-1.7,-0.4,1.2,0.1,0.77,33.6
2024-01-11,1.0,-3.7,-1.0,0.9,0.0,0.63,25.8
2024-01-12,3.1,-1.2,0.9,22.8,10.0,8.96,45.1
2024-01-13,0.7,-15.6,-5.5,2.3,0.1,1.61,36.9
2024-01-14,-16.2,-23.2,-21.0,0.5,0.0,0.35,39.1
2024-01-15,-17.4,-24.9,-21.1,0.0,0.0,0.0,25.3
2024-01-16,-16.7,-21.9,-18.7,0.0,0.0,0.14,35.3
2024-01-17,-7.6,-17.3,-12.1,0.1,0.0,0.07,30.2
2024-01-18,-4.1,-9.3,-6.7,0.9,0.0,0.63,23.4
2024-01-19,-10.2,-13.8,-11.5,3.6,0.1,2.52,30.5
2024-01-20,-6.8,-15.0,-12.0,0.0,0.0,0.0,25.5
2024-01-21,-5.1,-18.1,-11.6,0.0,0.0,0.0,25.1
2024-01-22,0.5,-7.6,-2.3,1.6,1.3,0.21,25.4
2024-01-23,2.0,-1.1,0.4,9.1,9.1,0.0,14.7
2024-01-24,2.6,-0.6,1.0,5.5,5.5,0.0,15.0
2024-01-25,4.2,1.0,2.3,7.5,7.5,0.0,21.7
2024-01-26,4.0,1.7,2.5,9.5,9.5,0.0,21.9
2024-01-27,3.2,0.1,1.8,2.3,2.3,0.0,23.8
2024-01-28,3.0,0.1,1.8,2.9,2.9,0.0,33.3
2024-01-29,6.3,-3.0,0.8,0.0,0.0,0.0,23.0
2024-01-30,4.7,0.1,2.0,3.2,2.2,0.7,21.8
2024-01-31,7.2,-2.4,2.1,0.0,0.0,0.0,21.9
2024-02-01,10.6,0.8,3.4,0.0,0.0,0.0,22.0
2024-02-02,3.2,0.1,1.4,0.0,0.0,0.0,22.2
2024-02-03,3.3,-2.5,0.2,0.0,0.0,0.0,17.5
2024-02-04,3.0,-1.6,0.5,0.0,0.0,0.0,21.3
2024-02-05,3.1,-1.1,0.9,0.0,0.0,0.0,23.4
2024-02-06,7.0,-2.6,1.3,0.0,0.0,0.0,13.1
2024-02-07,7.8,-2.2,2.6,0.0,0.0,0.0,20.1
2024-02-08,14.3,3.9,9.2,0.0,0.0,0.0,33.6
2024-02-09,12.9,3.3,8.0,0.0,0.0,0.0,33.6
2024-02-10,5.4,-2.3,1.1,0.0,0.0,0.0,19.5
2024-02-11,3.6,-3.3,-0.3,0.0,0.0,0.0,13.4
2024-02-12,6.1,-5.7,-0.2,0.0,0.0,0.0,12.0
2024-02-13,4.3,-2.4,0.1,0.0,0.0,0.0,17.9
2024-02-14,5.9,-4.4,0.8,0.0,0.0,0.0,21.6
2024-02-15,5.8,-1.5,2.9,6.5,4.2,1.61,32.9
2024-02-16,-0.9,-3.0,-2.0,0.8,0.0,0.56,21.4
2024-02-17,-1.9,-10.5,-6.3,0.0,0.0,0.0,35.7
2024-02-18,6.6,-5.0,-0.3,0.0,0.0,0.0,34.9
2024-02-19,8.1,-6.9,-0.1,0.0,0.0,0.0,15.5
2024-02-20,12.5,-3.5,3.9,0.0,0.0,0.0,23.9
2024-02-21,15.3,3.2,8.7,0.1,0.1,0.0,26.8
2024-02-22,8.6,4.1,6.2,0.2,0.2,0.0,15.7
2024-02-23,8.1,-1.8,3.2,2.8,0.1,1.89,38.8
2024-02-24,-1.0,-4.7,-2.5,0.3,0.0,0.21,38.0
2024-02-25,14.0,-1.7,5.3,0.0,0.0,0.0,26.2
2024-02-26,18.7,2.3,9.6,0.0,0.0,0.0,27.1
2024-02-27,21.8,10.4,14.9,5.6,5.6,0.0,28.1
2024-02-28,11.5,-5.3,-0.6,0.3,0.2,0.07,37.4
2024-02-29,5.8,-6.8,-1.0,0.0,0.0,0.0,25.9
2024-03-01,5.9,-1.6,2.5,0.0,0.0,0.0,24.6
2024-03-02,13.1,-1.4,5.8,0.0,0.0,0.0,21.4
2024-03-03,19.0,4.9,11.5,0.0,0.0,0.0,36.4
2024-03-04,22.5,10.5,16.2,0.3,0.3,0.0,32.3
2024-03-05,10.1,3.3,4.6,14.3,14.3,0.0,34.7
2024-03-06,6.0,3.3,4.5,0.0,0.0,0.0,26.7
2024-03-07,6.9,1.5,4.5,0.0,0.0,0.0,23.0
2024-03-08,6.9,4.1,5.5,23.7,23.7,0.0,30.6
2024-03-09,7.2,0.6,4.2,0.1,0.1,0.0,26.4
2024-03-10,6.6,-2.2,1.6,0.0,0.0,0.0,25.5
2024-03-11,16.5,-1.2,7.5,0.0,0.0,0.0,33.8
2024-03-12,19.0,7.4,13.2,0.0,0.0,0.0,30.0
2024-03-13,12.7,6.4,9.7,2.9,2.9,0.0,20.1
2024-03-14,18.5,4.4,8.6,24.4,24.4,0.0,36.4
2024-03-15,5.5,2.4,3.9,0.0,0.0,0.0,28.8
2024-03-16,14.3,2.8,7.7,0.0,0.0,0.0,41.8
2024-03-17,4.9,-1.0,1.8,0.1,0.0,0.07,28.9
2024-03-18,2.9,-4.2,-1.0,0.0,0.0,0.0,20.7
2024-03-19,12.7,-2.3,4.3,0.0,0.0,0.0,37.2
2024-03-20,4.2,-2.4,1.7,0.0,0.0,0.0,26.3
2024-03-21,2.7,-4.2,-0.2,0.0,0.0,0.0,20.3
2024-03-22,3.3,-0.1,1.4,13.1,0.1,9.1,28.0
2024-03-23,1.4,-1.2,0.2,0.4,0.0,0.28,24.8
2024-03-24,6.5,-1.1,3.0,0.0,0.0,0.0,31.4
2024-03-25,15.3,5.0,10.6,12.1,12.1,0.0,33.8
2024-03-26,12.9,1.0,9.0,7.1,7.1,0.0,45.1
2024-03-27,6.5,-1.7,1.8,0.0,0.0,0.0,29.5
2024-03-28,10.6,-2.8,3.5,0.0,0.0,0.0,27.3
2024-03-29,6.7,-0.4,3.5,5.2,5.2,0.0,21.3
2024-03-30,16.2,3.3,8.3,6.2,6.2,0.0,25.8
2024-03-31,6.0,2.4,4.3,8.7,8.7,0.0,23.8
2024-04-01,7.9,4.4,6.2,17.4,17.4,0.0,26.2
2024-04-02,15.7,2.6,6.5,5.5,5.5,0.0,43.8
2024-04-03,2.8,1.6,2.2,10.1,5.5,3.22,33.1
2024-04-04,4.7,1.3,3.0,2.7,1.7,0.7,35.8
2024-04-05,6.8,1.4,4.0,0.0,0.0,0.0,31.1
2024-04-06,7.1,0.6,3.8,0.0,0.0,0.0,18.7
2024-04-07,11.6,3.1,7.2,11.4,11.4,0.0,29.8
2024-04-08,21.5,7.4,14.0,0.0,0.0,0.0,27.3
2024-04-09,16.7,8.4,12.9,0.0,0.0,0.0,22.2
2024-04-10,15.3,4.0,9.9,0.0,0.0,0.0,15.4
2024-04-11,10.7,7.7,9.0,8.7,8.7,0.0,20.2
2024-04-12,15.8,7.7,10.8,4.9,4.9,0.0,38.0
2024-04-13,19.3,4.6,12.2,0.0,0.0,0.0,30.6
2024-04-14,23.7,12.3,16.7,0.0,0.0,0.0,30.9
2024-04-15,18.3,6.9,12.1,0.0,0.0,0.0,22.0
2024-04-16,20.6,8.4,14.3,19.6,19.6,0.0,33.8
2024-04-17,18.9,12.1,16.6,1.4,1.4,0.0,40.0
2024-04-18,11.9,7.1,9.6,6.7,6.7,0.0,17.8
2024-04-19,13.0,4.6,8.9,0.0,0.0,0.0,32.4
2024-04-20,7.1,1.2,4.7,0.0,0.0,0.0,22.9
2024-04-21,13.0,-0.3,6.4,0.0,0.0,0.0,19.9
2024-04-22,17.3,3.1,10.8,0.0,0.0,0.0,29.3
2024-04-23,16.9,8.3,13.1,1.5,1.5,0.0,32.4
2024-04-24,5.4,1.6,3.9,0.0,0.0,0.0,32.7
2024-04-25,10.1,0.8,5.9,0.0,0.0,0.0,18.4
2024-04-26,14.9,5.2,10.4,2.3,2.3,0.0,31.3
2024-04-27,25.6,15.3,19.9,1.5,1.5,0.0,41.6
2024-04-28,24.9,16.6,20.0,6.5,6.5,0.0,37.6
2024-04-29,21.6,13.5,18.4,9.5,9.5,0.0,31.6
2024-04-30,21.2,8.0,15.1,0.0,0.0,0.0,18.8
2024-05-01,22.5,13.1,18.6,1.0,1.0,0.0,28.0
2024-05-02,25.2,10.2,16.6,2.0,2.0,0.0,29.6
2024-05-03,17.5,8.8,14.1,2.8,2.8,0.0,20.7
2024-05-04,21.4,7.9,15.8,0.8,0.8,0.0,18.8
2024-05-05,14.9,8.3,11.8,0.0,0.0,0.0,21.9
2024-05-06,16.9,7.9,12.7,0.0,0.0,0.0,23.5
2024-05-07,22.0,12.9,16.6,19.1,19.1,0.0,27.8
2024-05-08,22.8,11.4,16.8,0.0,0.0,0.0,21.7
2024-05-09,13.9,8.7,11.8,7.4,7.4,0.0,27.4
2024-05-10,18.8,7.8,13.1,0.1,0.1,0.0,20.2
2024-05-11,17.4,10.0,13.2,2.1,2.1,0.0,28.0
2024-05-12,25.5,8.2,17.2,0.6,0.6,0.0,25.4
2024-05-13,25.0,15.2,19.4,14.6,14.6,0.0,26.5
2024-05-14,16.6,9.6,12.6,10.1,10.1,0.0,30.1
2024-05-15,14.0,10.0,11.9,0.0,0.0,0.0,24.6
2024-05-16,23.0,9.4,16.2,1.5,1.5,0.0,24.8
2024-05-17,22.0,11.8,16.2,0.0,0.0,0.0,17.3
2024-05-18,27.1,12.4,20.3,0.6,0.6,0.0,18.2
2024-05-19,20.0,13.7,17.7,0.0,0.0,0.0,21.7
2024-05-20,28.5,13.4,21.7,1.3,1.3,0.0,32.8
2024-05-21,31.3,13.7,23.1,0.3,0.3,0.0,40.6
2024-05-22,24.2,16.3,20.7,0.0,0.0,0.0,40.0
2024-05-23,25.1,13.0,19.5,0.0,0.0,0.0,18.2
2024-05-24,24.5,16.4,20.8,2.2,2.2,0.0,30.3
2024-05-25,19.7,14.6,17.6,0.0,0.0,0.0,18.9
2024-05-26,20.7,14.2,17.4,18.6,18.6,0.0,24.1
2024-05-27,22.1,13.5,17.2,0.3,0.3,0.0,29.6
2024-05-28,19.7,12.2,15.7,7.7,7.7,0.0,23.5
2024-05-29,16.0,10.6,13.4,5.1,5.1,0.0,28.9
2024-05-30,16.7,9.8,12.8,0.0,0.0,0.0,19.3
2024-05-31,23.3,10.7,17.4,0.0,0.0,0.0,16.0
2024-06-01,20.3,15.3,17.7,15.4,15.4,0.0,21.7
2024-06-02,20.0,14.1,16.5,0.0,0.0,0.0,15.3
2024-06-03,28.3,13.6,21.4,0.0,0.0,0.0,23.6
2024-06-04,27.3,19.5,23.2,4.4,4.4,0.0,22.7
2024-06-05,26.2,19.5,22.1,11.3,11.3,0.0,27.2
2024-06-06,24.3,17.4,20.9,0.1,0.1,0.0,38.3
2024-06-07,24.9,14.5,19.1,0.0,0.0,0.0,32.8
2024-06-08,26.7,12.5,17.9,2.0,2.0,0.0,29.8
2024-06-09,25.8,13.1,18.5,0.0,0.0,0.0,30.5
2024-06-10,15.9,12.4,14.0,0.0,0.0,0.0,30.5
2024-06-11,24.2,9.2,17.5,0.0,0.0,0.0,14.8
2024-06-12,32.5,17.1,24.9,0.0,0.0,0.0,23.8
2024-06-13,31.5,21.3,25.4,4.6,4.6,0.0,30.0
2024-06-14,24.5,16.2,20.7,0.0,0.0,0.0,24.4
2024-06-15,29.6,15.2,22.7,0.0,0.0,0.0,24.0
2024-06-16,33.5,20.3,26.4,0.4,0.4,0.0,31.9
2024-06-17,34.3,24.5,29.4,0.1,0.1,0.0,28.8
2024-06-18,33.0,24.3,28.0,2.8,2.8,0.0,37.0
2024-06-19,33.6,24.8,29.1,0.0,0.0,0.0,27.4
2024-06-20,25.9,18.2,21.8,1.6,1.6,0.0,21.5
2024-06-21,33.7,18.0,25.5,0.0,0.0,0.0,25.0
2024-06-22,34.9,25.2,29.8,0.1,0.1,0.0,37.1
2024-06-23,26.7,21.1,23.5,3.4,3.4,0.0,36.2
2024-06-24,27.6,18.4,23.7,0.0,0.0,0.0,25.3
2024-06-25,33.3,22.7,27.0,7.2,7.2,0.0,33.7
2024-06-26,29.8,19.0,24.7,0.8,0.8,0.0,22.6
2024-06-27,19.2,16.7,18.1,0.0,0.0,0.0,27.1
2024-06-28,23.0,17.7,20.6,14.3,14.3,0.0,22.2
2024-06-29,31.2,21.7,26.0,4.2,4.2,0.0,25.0
2024-06-30,21.8,14.7,16.9,0.0,0.0,0.0,30.9
2024-07-01,21.0,13.7,17.7,0.0,0.0,0.0,17.6
2024-07-02,28.9,16.8,22.5,0.2,0.2,0.0,29.9
2024-07-03,31.1,21.3,25.9,13.3,13.3,0.0,26.4
2024-07-04,25.8,20.6,23.2,0.9,0.9,0.0,14.3
2024-07-05,27.3,19.6,23.1,1.2,1.2,0.0,28.2
2024-07-06,24.8,16.6,21.1,0.2,0.2,0.0,14.0
2024-07-07,30.3,18.0,22.9,10.5,10.5,0.0,26.1
2024-07-08,30.8,21.0,25.2,0.7,0.7,0.0,20.5
2024-07-09,24.6,20.4,22.2,15.6,15.6,0.0,18.4
2024-07-10,23.9,19.2,21.3,16.0,16.0,0.0,27.5
2024-07-11,22.7,18.6,20.7,0.0,0.0,0.0,16.4
2024-07-12,25.7,18.2,21.9,0.0,0.0,0.0,14.3
2024-07-13,31.0,19.0,24.8,2.6,2.6,0.0,19.2
2024-07-14,31.9,22.4,25.6,44.2,44.2,0.0,24.6
2024-07-15,32.8,22.0,26.1,29.8,29.8,0.0,32.7
2024-07-16,30.4,22.4,24.9,7.2,7.2,0.0,39.0
2024-07-17,26.3,19.2,22.1,0.5,0.5,0.0,20.5
2024-07-18,20.7,17.0,19.1,0.1,0.1,0.0,27.1
2024-07-19,23.9,13.8,19.7,0.0,0.0,0.0,21.6
2024-07-20,24.6,15.9,21.0,0.0,0.0,0.0,15.5
2024-07-21,26.2,17.0,21.7,0.0,0.0,0.0,17.3
2024-07-22,24.1,18.9,21.8,0.5,0.5,0.0,17.1
2024-07-23,29.6,18.1,23.1,2.3,2.3,0.0,23.9
2024-07-24,22.2,19.3,20.8,0.7,0.7,0.0,18.6
2024-07-25,22.3,18.2,20.2,0.0,0.0,0.0,17.4
2024-07-26,25.2,16.3,21.1,0.0,0.0,0.0,14.5
2024-07-27,28.0,17.1,22.9,0.0,0.0,0.0,19.5
2024-07-28,28.4,20.2,23.7,10.4,10.4,0.0,20.3
2024-07-29,27.3,20.9,23.6,11.7,11.7,0.0,32.9
2024-07-30,29.4,20.2,25.3,0.0,0.0,0.0,13.4
2024-07-31,31.8,21.9,26.3,2.9,2.9,0.0,22.4
2024-08-01,29.8,22.6,25.3,10.5,10.5,0.0,14.8
2024-08-02,25.5,21.8,23.4,0.6,0.6,0.0,26.3
2024-08-03,28.2,20.7,24.3,0.0,0.0,0.0,16.4
2024-08-04,30.9,19.8,25.5,0.1,0.1,0.0,13.5
2024-08-05,29.6,21.4,24.4,4.5,4.5,0.0,27.3
2024-08-06,25.3,19.6,21.1,0.8,0.8,0.0,41.2
2024-08-07,23.9,17.8,20.8,0.0,0.0,0.0,25.0
2024-08-08,28.1,17.0,23.3,0.0,0.0,0.0,14.4
2024-08-09,24.8,16.8,20.6,0.0,0.0,0.0,26.1
2024-08-10,25.8,14.3,19.8,0.0,0.0,0.0,25.8
2024-08-11,27.4,16.2,21.2,0.0,0.0,0.0,21.4
2024-08-12,27.0,15.0,21.5,0.0,0.0,0.0,18.6
2024-08-13,27.4,16.8,22.8,0.0,0.0,0.0,11.3
2024-08-14,27.5,18.7,23.5,0.0,0.0,0.0,18.2
2024-08-15,23.2,20.0,21.8,13.9,13.9,0.0,26.6
2024-08-16,29.8,19.5,24.0,13.3,13.3,0.0,23.4
2024-08-17,26.1,20.1,22.1,20.3,20.3,0.0,17.7
2024-08-18,22.6,18.8,20.6,0.7,0.7,0.0,31.4
2024-08-19,21.3,17.0,19.2,0.0,0.0,0.0,28.2
2024-08-20,20.1,15.8,18.0,0.0,0.0,0.0,25.2
2024-08-21,21.6,13.5,18.0,0.0,0.0,0.0,14.3
2024-08-22,24.7,11.1,18.6,0.0,0.0,0.0,12.3
2024-08-23,27.2,13.9,20.7,0.0,0.0,0.0,15.3
2024-08-24,29.0,16.1,22.9,0.1,0.1,0.0,17.3
2024-08-25,33.4,22.2,27.7,0.0,0.0,0.0,24.1
2024-08-26,35.7,25.1,29.6,0.2,0.2,0.0,22.9
2024-08-27,36.2,24.9,29.9,0.3,0.3,0.0,25.1
2024-08-28,30.0,22.4,24.9,0.5,0.5,0.0,18.6
2024-08-29,26.6,20.7,23.5,0.0,0.0,0.0,16.9
2024-08-30,31.6,22.7,25.6,4.3,4.3,0.0,21.0
2024-08-31,28.1,18.3,23.4,0.0,0.0,0.0,15.3
2024-09-01,22.5,17.1,19.9,0.0,0.0,0.0,34.7
2024-09-02,21.7,15.3,18.7,0.0,0.0,0.0,14.4
2024-09-03,22.9,13.6,18.9,0.0,0.0,0.0,14.0
2024-09-04,26.4,14.4,20.7,0.0,0.0,0.0,15.5
2024-09-05,31.5,18.8,24.3,10.0,10.0,0.0,22.4
2024-09-06,20.6,14.7,18.4,0.8,0.8,0.0,33.1
2024-09-07,16.3,10.7,13.6,0.7,0.7,0.0,28.8
2024-09-08,23.2,9.4,16.1,0.0,0.0,0.0,18.2
2024-09-09,27.5,14.2,20.2,0.0,0.0,0.0,24.1
2024-09-10,28.3,13.3,20.9,0.0,0.0,0.0,17.0
2024-09-11,29.5,15.2,22.2,0.0,0.0,0.0,14.3
2024-09-12,27.7,16.8,22.5,0.0,0.0,0.0,20.6
2024-09-13,26.7,19.0,22.9,0.0,0.0,0.0,22.3
2024-09-14,28.3,19.6,23.9,0.0,0.0,0.0,19.5
2024-09-15,29.2,19.6,24.1,0.0,0.0,0.0,18.5
2024-09-16,29.0,18.4,23.5,0.0,0.0,0.0,15.1
2024-09-17,25.7,16.8,21.5,0.0,0.0,0.0,15.2
2024-09-18,27.0,15.9,21.5,0.0,0.0,0.0,22.0
2024-09-19,30.3,16.2,23.2,0.0,0.0,0.0,18.3
2024-09-20,31.5,20.8,24.6,5.1,5.1,0.0,21.3
2024-09-21,30.6,18.2,24.0,0.0,0.0,0.0,16.1
2024-09-22,23.8,19.0,21.3,23.6,23.6,0.0,28.4
2024-09-23,18.5,16.2,17.1,1.1,1.1,0.0,29.1
2024-09-24,19.6,16.8,17.9,22.3,22.3,0.0,21.4
2024-09-25,22.1,14.2,17.8,0.0,0.0,0.0,17.1
2024-09-26,21.7,13.3,17.9,0.0,0.0,0.0,18.5
2024-09-27,19.6,17.9,18.7,0.0,0.0,0.0,39.7
2024-09-28,19.0,17.0,17.8,3.3,3.3,0.0,33.8
2024-09-29,20.5,17.7,18.9,0.1,0.1,0.0,28.1
2024-09-30,22.6,17.0,19.8,0.0,0.0,0.0,16.5
2024-10-01,19.2,13.6,17.4,0.1,0.1,0.0,31.4
2024-10-02,20.2,9.3,15.1,0.0,0.0,0.0,18.5
2024-10-03,23.2,11.1,16.8,0.0,0.0,0.0,18.7
2024-10-04,19.9,15.0,17.4,1.2,1.2,0.0,26.2
